	_id	measurementTechniqueIRIs
132	vivli_3ade6f6d-a50b-43dc-bb7a-b7598b7eff9a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
133	vivli_3ae1e18c-ad62-4f3f-8fc2-950a5308854c	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
134	vivli_3aebf204-88f5-47bd-a9a0-66f99c1ebe5b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
135	vivli_3af2f1d9-6226-4faf-99fe-7b93fa838300	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
136	vivli_3b106f78-18de-4c0d-a4ae-1fa1371b4c67	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C142646']
137	vivli_3b428b45-dd9e-4ef9-a73c-9700e3193831	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
138	vivli_3b5058e5-c407-4efc-9480-cbfab57a7d0b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
139	vivli_3b516d26-3de2-4748-8e33-fa5d01f51f5b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
140	vivli_3b5d7e5a-23e0-4068-8c8d-483a8424d4ee	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
141	vivli_3b61af6b-a1a6-4097-9669-072238893fb0	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C142646']
142	vivli_3b766f4a-f9ea-403c-a927-ed132c4852b3	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
143	vivli_3b9db3fa-29bf-4cec-9ee8-8720f15c44c2	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
144	vivli_3ba6d7c7-8066-4e53-bbb5-4e3e4b71428c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
145	vivli_3bb5a7cf-c4f0-42fd-ba11-666cf56f71ca	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
146	vivli_3bd6b2ba-4899-4b4e-84eb-11c58c4a46e4	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
147	vivli_3be15304-afd5-48c1-9640-3964add79196	['http://purl.obolibrary.org/obo/NCIT_C82640']
148	vivli_3be4cb14-cd9c-49be-847d-bfc5598be4d2	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
149	vivli_3c1cb53e-ad4b-4b97-a500-2bef6611d13d	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
150	vivli_3c23c565-6728-468d-8a77-a78c8b65d2ea	['http://purl.obolibrary.org/obo/NCIT_C82640']
151	vivli_3c240ac5-c2aa-4789-8c3e-67da57d9e02f	['http://purl.obolibrary.org/obo/NCIT_C82640']
152	vivli_3c4bfbe0-98fd-4c0c-b812-4f912e60fc70	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
153	vivli_3c841c6a-0fa1-4426-8810-ff33657c9b9a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
154	vivli_3cb011d8-0e70-42dc-9bc9-412eff5819b4	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
155	vivli_3cb6bfd0-fc74-4364-92c1-741cb4d8d4c2	['http://purl.obolibrary.org/obo/NCIT_C82640']
156	vivli_3cfb4f81-8bb0-4489-924b-f99f27a79e19	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
157	vivli_3d0b0f50-360d-442f-a262-14b07e3f4302	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
158	vivli_3d2b9bd4-1c89-4833-8998-f8497cf24c8b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
159	vivli_3d3dfa7f-9de5-41f2-a6e6-111cf2102de0	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C53310', 'NA']
160	vivli_3d3e5047-b648-4016-93dc-b6707257c899	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
161	vivli_3d4bcd8d-3eb9-4a9d-9ed7-69b680e2f220	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
162	vivli_3d93d56f-7485-4f89-970c-da3b9d9b795b	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
163	vivli_3db0f3b5-b04e-4138-92aa-be387ff28edc	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
164	vivli_3dcdca38-32e7-4b21-b691-5484af11f3ac	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
165	vivli_3dfa9828-ce0f-4880-860b-1261f3040ffd	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
166	vivli_3e3956e8-cedb-4742-8141-74e622d90713	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
167	vivli_3e420486-6e22-425d-845d-b88e4597860d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
168	vivli_3e73fe25-af85-471b-9667-bfc2b99993f0	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
169	vivli_3e79392a-514c-4028-94ea-90ba7541eeb1	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
170	vivli_3e875d1a-cca6-44d5-a34e-30650dfb1c01	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
171	vivli_3e96a101-5fb6-4050-af04-6ce3549b0717	['http://purl.obolibrary.org/obo/NCIT_C82640']
172	vivli_3efa9add-3c1a-41ba-9fd1-d830d198c3e0	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C53310', 'NA']
173	vivli_3efb8fc7-58f1-4ff5-814d-3f94ff9c91c1	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
174	vivli_3f01648d-e948-4537-9657-cc4f13c88ac6	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
175	vivli_3f3ed4d4-819b-43cd-bd7d-f4467377f7df	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
176	vivli_400f3443-bf2d-4578-82ed-914a7d2b36e5	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
177	vivli_402ae47d-fd7b-4457-adde-e5b005871cac	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
178	vivli_404e28d8-26a4-4c04-bc77-25c4b2021cbf	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
179	vivli_40b1791e-dd8a-46ad-b438-35fd21b4d4bb	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
180	vivli_40e94f09-ce40-47f6-bf7d-d546b742d4b3	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
181	vivli_40eb304e-0c4e-4412-a6b8-5baa3806b33a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
182	vivli_40f257c8-5562-449d-9ccd-2db747254c67	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
183	vivli_410cdbad-c2d2-41ea-8ed8-fee582aab5aa	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
184	vivli_412c3a05-cf87-4235-aaf4-e7171664fcd6	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
185	vivli_41342988-d722-4d84-9c86-a84b2a720dec	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
186	vivli_413bfab7-541d-496a-9fd9-dc5580baf72a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
187	vivli_4151ffaf-d575-405d-8e23-f12020ccd94a	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
188	vivli_415ea76a-12bc-43cf-a073-2fbfed2d76bd	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
189	vivli_416c5ef6-aec8-4074-876f-1fa98de38276	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
190	vivli_4187e150-5b74-48df-87f5-89515b1e2752	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
191	vivli_41938884-13c2-4f30-a232-4a36baa58e9c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
192	vivli_41a2cc33-4a16-4bba-a31d-a819488b2c93	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C142646', 'NA']
193	vivli_41b662ee-6ddc-42c8-89cd-6ecd5c38d0d7	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
194	vivli_41bc8a1c-a3d0-4224-ba89-469cd030f5d0	['http://purl.obolibrary.org/obo/NCIT_C82640']
195	vivli_41d60e3e-7590-4622-baed-34431d881cfb	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
196	vivli_4213165e-fe53-43c9-bc20-7df9f88d2f7f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
197	vivli_4215d183-6cfb-4bcd-8cf0-7ddfb6cc003f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
198	vivli_421d1a0d-181c-4881-b97b-c81dd9e9e3eb	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
199	vivli_4253f34a-c2bc-4caa-aae9-d388e0656460	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
200	vivli_4271d753-0618-4cc0-8e31-f4ba067f1077	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
201	vivli_429b3f75-14f9-44c7-9026-0058bf82bd88	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
202	vivli_42a05ca8-2cac-4ddc-83b0-a0179ac7a551	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
203	vivli_42bbb4e9-9140-4680-bb0a-91dbc978c43f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
204	vivli_42dc7d74-aa6f-4bb9-b36a-a08bc47422f4	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
205	vivli_42e15cc9-46d6-4614-888b-3ab833e96a5a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
206	vivli_4305000d-320d-4ab8-84e3-dc66386345d4	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
207	vivli_4316808b-d6ea-4296-a5bc-dc538eb14b9c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
208	vivli_436d1d15-2652-4c2a-b950-f6eccba6557b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
209	vivli_43a09e1c-fc33-476a-9147-27ec62c1b854	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
210	vivli_43a9e806-b3ee-4d20-a638-e499959255dd	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
211	vivli_43fafb7f-5772-45d3-aa68-2f959510f256	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
212	vivli_443a25b6-7140-4068-974b-7a96817cdc50	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
213	vivli_445ee50b-cbac-4cda-b8fb-3d716bbcfff6	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
214	vivli_4464e1f6-bf97-4f53-80c4-eeba22c62d57	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
215	vivli_44893aca-fb73-41df-9190-e29e92efa134	['http://purl.obolibrary.org/obo/NCIT_C82640']
216	vivli_44d2f259-0f2e-4a78-808a-4e53fd88465d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
217	vivli_450624ed-58bd-4a3d-9abb-794e1564a429	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
218	vivli_4561de30-5510-4875-9ef6-1327d249bf57	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
219	vivli_4580aec3-15a3-4881-9020-54558f9228eb	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
220	vivli_45bc92e0-ee0f-4248-81c8-bef92a591ba5	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
221	vivli_45cbc22d-faaa-4202-a7f8-5af79b038f1d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
222	vivli_45e22eeb-20cd-4cfb-a252-3647ebe54fac	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
223	vivli_45edd46c-a5e7-4901-b3c8-16d5b6ffbdc1	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
224	vivli_46072239-6e7e-4751-a4ae-85e35e697884	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
225	vivli_4609698d-e624-458f-b91c-eca3536f9a64	['http://purl.obolibrary.org/obo/NCIT_C82640']
226	vivli_460a8178-8ff7-45ef-8d3f-53a00cde5399	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
227	vivli_46327dd3-bab8-429d-9a44-753297cfa043	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
228	vivli_46579cd4-1167-4075-8e9f-c7afea4ffae6	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
229	vivli_46805933-2322-4300-9b13-3ac76cf63a9d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
230	vivli_46816298-3ecc-4799-b697-c8bc5709df40	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
231	vivli_46a44d94-ee0f-473c-92d6-add4e4851492	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
232	vivli_46cfbd20-8dda-40c6-8e89-217e8fdd900e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
233	vivli_46ea891b-b59b-4733-9d86-6d9e484fcb9e	['http://purl.obolibrary.org/obo/NCIT_C82640']
234	vivli_473827d4-08f3-4776-8707-54870e5c3ad4	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
235	vivli_473b64e6-6cc5-4d12-a4db-11847cdd06b2	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
236	vivli_473b993e-a804-4d97-a2dc-f3134ae9c36e	['http://purl.obolibrary.org/obo/NCIT_C82640']
237	vivli_47484385-cee2-4956-86a2-54d7570a6be9	['http://purl.obolibrary.org/obo/NCIT_C82640']
238	vivli_4756d03a-addc-4d99-add5-f052d4427f6d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C49659']
239	vivli_47747985-1b64-4594-9a35-28aa06ca1416	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
240	vivli_477c7e8d-85e1-4d70-84b0-d739fe27d210	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C142646']
241	vivli_477e1f75-fab6-46ca-9184-0de31f0c1355	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
242	vivli_cdef89fb-8a69-4c19-8e98-060d78fb59c8	['http://purl.obolibrary.org/obo/NCIT_C82640']
243	vivli_cdff1b98-c851-4b19-be31-1c0e883bde11	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
244	vivli_ce08694d-a328-441d-9fe7-89b7223d7fef	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
245	vivli_ce28c788-c31a-4ce0-aeb3-b387a0daba70	['http://purl.obolibrary.org/obo/NCIT_C82640']
246	vivli_ce3309f4-0d11-4d1a-8e15-6acda671c47e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
247	vivli_ce69ae46-ad1d-4014-8bc9-1fec23b4fa47	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
248	vivli_ce9b99f0-de7c-4bdb-880f-ecb8c4ee714a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
249	vivli_ceb75848-da06-4ff3-ab3a-861d0e79e996	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
250	vivli_cee2fbc9-0c1a-42be-86eb-eb37eae1d5f6	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
251	vivli_cf0f037b-b893-4e29-85e5-cac3303e5b86	['http://purl.obolibrary.org/obo/NCIT_C82640']
252	vivli_cf3aa692-7f89-457b-9df0-fc70d4b082dc	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
253	vivli_cf3d2bdb-4f33-4868-b71e-f08a6b53e0b9	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
254	vivli_cf43f6a7-b072-49ca-b468-b39ab08388fe	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
255	vivli_cfa3afdc-9344-4d60-afbe-a66daef3768e	['http://purl.obolibrary.org/obo/NCIT_C82640']
256	vivli_cfae8645-e2d7-447b-b5e8-96f364a9259d	['http://purl.obolibrary.org/obo/NCIT_C82640']
257	vivli_cfd27e1f-1440-47c4-b06c-e418428a9167	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
258	vivli_cfe276e1-01de-462e-a513-f0bb4d71dd45	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
259	vivli_d0103323-e5bf-41da-b137-ebc363ed2a74	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
260	vivli_d012cad7-36cb-4e3d-bd7c-db104590169e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
261	vivli_d016f821-586d-4f38-b10c-9b8e174cabe6	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
262	vivli_d02c0057-3e9c-442a-99b8-81e2ab871300	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
